study_hours,attendance,sleep_hours,internet_usage,assignments_completed,previous_score,exam_score,placement_status
0.3194001052809932,-0.7881969124881818,0.8784461137160987,0.29872473787571585,0.0019224894231107971,-0.16632247092317912,0.8829937434438928,0.44355930155631706
-0.6289374994725498,-0.050216714113986004,-0.8766909766257568,-0.9759701111779038,-0.329541204216693,-0.5091375947772067,0.8829937434438928,0.44355930155631706
1.583850244952384,-0.5611260822191985,0.29340041693548025,-0.019948974387689073,0.0019224894231107971,-1.1376319885095905,0.8829937434438928,0.44355930155631706
0.6355126401988409,1.6528145129033889,1.4634918104967174,0.6173984501391208,-0.9924685914963004,-0.5662734487528779,0.2301685604665802,0.44355930155631706
-0.31282496455470216,-1.015267742757165,0.8784461137160987,-0.019948974387689073,-0.329541204216693,-1.4233112583879468,-0.5236021238459838,0.44355930155631706
0.3194001052809932,-1.696480233564115,1.4634918104967174,1.2547458746659306,-1.655395978775908,-0.28059417887452165,-0.9546128499418899,0.44355930155631706
1.2677377100345362,-1.696480233564115,-1.4617366734063755,1.5734195869293355,-0.1638093573967911,-0.8519527186312342,0.7581400970555566,0.44355930155631706
-0.9450500343903975,0.9148343145291931,0.29340041693548025,-0.9759701111779038,-0.4952730510365948,1.1478021705172599,0.8829937434438928,0.44355930155631706
0.3194001052809932,0.12008640858775148,0.8784461137160987,-0.33862268665109396,1.3277772639823258,-0.9662244265825768,0.671141013667939,0.44355930155631706
1.583850244952384,0.40392494642398064,-1.4617366734063755,0.9360721624025257,0.8305817235226202,0.2336285069065197,0.8829937434438928,0.44355930155631706
1.583850244952384,-0.3340552519502151,0.8784461137160987,0.6173984501391208,0.33338618306291457,0.6335794847362185,0.8829937434438928,0.44355930155631706
0.6355126401988409,-0.2772875443829693,-0.8766909766257568,-0.019948974387689073,-0.9924685914963004,1.2620738784686023,0.8829937434438928,0.44355930155631706
-0.31282496455470216,-1.015267742757165,-0.2916452798451383,0.9360721624025257,1.162045417162424,1.376345586419945,0.5748443183152324,0.44355930155631706
-0.6289374994725498,1.596046805336143,1.4634918104967174,-1.2946438234413087,-0.329541204216693,0.290764360882191,0.8829937434438928,0.44355930155631706
0.6355126401988409,-0.16375212924847765,0.8784461137160987,1.5734195869293355,-1.1582004383162023,-0.5091375947772067,-0.21346035329623295,0.44355930155631706
0.6355126401988409,0.12008640858775148,0.29340041693548025,0.9360721624025257,0.49911802988281645,1.2620738784686023,0.8829937434438928,0.44355930155631706
-0.9450500343903975,0.3471572388567348,0.8784461137160987,1.2547458746659306,-0.6610048978564967,-1.651854674290632,-1.5569652822515772,-2.2544899779833245
0.0032875703631455346,0.5742280691257181,0.8784461137160987,1.2547458746659306,0.16765433624301268,-1.023360280558248,0.3443963646091008,0.44355930155631706
-0.31282496455470216,-0.050216714113986004,0.8784461137160987,-0.019948974387689073,-0.6610048978564967,-1.1376319885095905,-0.864293190852455,0.44355930155631706
-1.261162569308245,1.4825113902016513,0.8784461137160987,0.9360721624025257,0.0019224894231107971,-1.0804961345339192,-0.6052882861106927,0.44355930155631706
0.6355126401988409,1.0283697296636847,0.29340041693548025,-0.6572963989144989,0.6648498767027183,0.11935679895517719,0.8829937434438928,0.44355930155631706
0.0032875703631455346,0.9716020220964389,0.29340041693548025,-0.33862268665109396,-0.6610048978564967,-0.5091375947772067,-0.6318528917252327,0.44355930155631706
-1.261162569308245,-1.2991062805933942,0.8784461137160987,-1.2946438234413087,1.4935091108022276,1.2620738784686023,0.7940023146351847,0.44355930155631706
-0.31282496455470216,1.0283697296636847,-0.2916452798451383,-0.9759701111779038,0.996313570342522,-1.2519036964609331,0.8829937434438928,0.44355930155631706
-1.5772751042260929,0.9148343145291931,0.8784461137160987,-1.6133175357047136,-0.9924685914963004,0.7478511926875611,0.3284576012403773,0.44355930155631706
1.2677377100345362,1.4257436826344054,1.4634918104967174,-0.6572963989144989,-0.4952730510365948,-1.3661754044122756,0.8829937434438928,0.44355930155631706
0.0032875703631455346,-1.696480233564115,1.4634918104967174,-1.2946438234413087,-0.1638093573967911,-0.794816864655563,0.5907830816839559,0.44355930155631706
0.9516251751166885,-1.072035450324411,0.29340041693548025,-1.2946438234413087,-0.8267367446763986,1.7191607102739723,0.8829937434438928,0.44355930155631706
-1.5772751042260929,-1.4694094032951317,1.4634918104967174,-1.6133175357047136,1.6592409576221296,-1.1947678424852617,-0.702913211744126,0.44355930155631706
1.583850244952384,-0.390822959517461,1.4634918104967174,1.2547458746659306,-1.489664131956006,0.4050360688335335,0.6565304805799422,0.44355930155631706
1.583850244952384,-1.4126416957278858,-0.8766909766257568,-1.2946438234413087,-0.9924685914963004,1.6048890023226299,0.8829937434438928,0.44355930155631706
1.2677377100345362,-0.3340552519502151,0.8784461137160987,-0.6572963989144989,-0.1638093573967911,0.4621719228092047,0.8829937434438928,0.44355930155631706
-0.9450500343903975,-1.696480233564115,0.8784461137160987,-0.019948974387689073,-1.3239322851361042,1.1478021705172599,-0.7288137022183022,0.44355930155631706
0.3194001052809932,-0.3340552519502151,0.8784461137160987,0.29872473787571585,0.33338618306291457,0.8621229006389035,0.7953305449159124,0.44355930155631706
-0.6289374994725498,-1.696480233564115,0.8784461137160987,0.29872473787571585,0.8305817235226202,-0.3377300328501929,-1.560949973093758,-2.2544899779833245
0.9516251751166885,0.06331870102050566,-1.4617366734063755,0.29872473787571585,0.6648498767027183,-0.22345832489885037,0.8829937434438928,0.44355930155631706
-0.9450500343903975,0.6309957766929639,0.8784461137160987,-0.6572963989144989,-1.489664131956006,-0.0520507629718366,-0.4651599914939959,0.44355930155631706
-0.31282496455470216,0.6309957766929639,0.29340041693548025,-0.33862268665109396,-1.3239322851361042,-0.0520507629718366,-1.531064791777401,-2.2544899779833245
-0.9450500343903975,-1.5829448184296233,0.29340041693548025,1.5734195869293355,1.4935091108022276,0.6907153387118897,-0.563449032267793,0.44355930155631706
0.3194001052809932,1.0283697296636847,-1.4617366734063755,-0.9759701111779038,1.162045417162424,0.17649265293084845,0.8829937434438928,0.44355930155631706
-0.31282496455470216,-0.6746614973536901,0.8784461137160987,-1.6133175357047136,1.4935091108022276,0.11935679895517719,0.8829937434438928,0.44355930155631706
0.9516251751166885,1.6528145129033889,-0.2916452798451383,0.6173984501391208,1.4935091108022276,0.06222094497950592,0.8829937434438928,0.44355930155631706
